iter	Logloss
375	0.1030035802
376	0.1029176134
377	0.1027869441
378	0.1026869463
379	0.1025424488
380	0.1023633686
381	0.1022407706
382	0.1021564867
383	0.1020747762
384	0.1019485801
385	0.1019092903
386	0.1017388237
387	0.1016098176
388	0.1014581911
389	0.1013279802
390	0.1012503666
391	0.1011382323
392	0.1010249864
393	0.1009366711
394	0.1007921788
395	0.100673712
396	0.1005948486
397	0.1004207223
398	0.1002852769
399	0.1001826308
400	0.1000723557
401	0.09990056406
402	0.09982227895
403	0.09972472384
404	0.09961838125
405	0.09953430261
406	0.09947164019
407	0.09939296061
408	0.09928071674
409	0.09921918421
410	0.09910851741
411	0.09895326588
412	0.0988417005
413	0.09869651212
414	0.09860463445
415	0.09844768549
416	0.09833136322
417	0.09821961057
418	0.09814885173
419	0.09801857193
420	0.09793288391
421	0.09785848122
422	0.09769247249
423	0.09762451361
424	0.09751843907
425	0.09739580782
426	0.09723137583
427	0.09712477873
428	0.09699267293
429	0.09683252694
430	0.09673452191
431	0.09661538783
432	0.0964757036
433	0.09636831169
434	0.09634455341
435	0.09624730435
436	0.09613145146
437	0.09602164616
438	0.09592957494
439	0.0957758675
440	0.09569513767
441	0.09567862998
442	0.09555223442
443	0.09544329821
444	0.09523812317
445	0.09511365565
446	0.09501886532
447	0.09493484152
448	0.09476413094
449	0.09464521783
450	0.09453198895
451	0.09445870716
452	0.09443229738
453	0.09435464661
454	0.09431866621
455	0.09425271955
456	0.09412361262
457	0.09403214649
458	0.0939412239
459	0.09385615956
460	0.09373723497
461	0.09371074933
462	0.09360898045
463	0.09353012677
464	0.0934222338
465	0.09336470571
466	0.09329595147
467	0.09328098568
468	0.09321300241
469	0.09314188155
470	0.09306026325
471	0.09297737096
472	0.09294633065
473	0.09288055319
474	0.09284393968
475	0.09275406193
476	0.09269048549
477	0.09265152333
478	0.09254336172
479	0.09252311919
480	0.09246828365
481	0.09239210371
482	0.09229724799
483	0.09224661733
484	0.09217246106
485	0.09209001371
486	0.09201578713
487	0.09197102169
488	0.09188048384
489	0.09181043885
490	0.09171601611
491	0.09161090093
492	0.09149689501
493	0.09143588676
494	0.09134603036
495	0.09129251358
496	0.09125034963
497	0.09119857671
498	0.09112823793
499	0.09107340907
500	0.09103534286
501	0.09091521588
502	0.09077200137
503	0.09067479734
504	0.09063204598
505	0.090510086
506	0.09044238459
507	0.09037465334
508	0.09025663507
509	0.09016633942
510	0.09009482936
511	0.09005710814
512	0.08998403297
513	0.08986493785
514	0.08979661507
515	0.08969499881
516	0.08960060643
517	0.08952074393
518	0.08936708799
519	0.08927886763
520	0.08925074832
521	0.08918254635
522	0.0890794671
523	0.08901732509
524	0.08896340423
525	0.08883708041
526	0.08871740587
527	0.08867146616
528	0.08860526225
529	0.08854889229
530	0.0884700627
531	0.08838727669
532	0.08829465548
533	0.08823723596
534	0.08812142306
535	0.08799442088
536	0.08789283331
537	0.08782210417
538	0.08769644715
539	0.08757350564
540	0.08749779468
541	0.0874213821
542	0.0872859342
543	0.08719125061
544	0.08709677811
545	0.08694937269
546	0.08685349438
547	0.08677461382
548	0.0867330032
549	0.08670853586
550	0.08664871439
551	0.08654681067
552	0.08648233061
553	0.08639913521
554	0.0863310289
555	0.08624056614
556	0.0861212059
557	0.08606669115
558	0.08600448919
559	0.08585952456
560	0.08574304513
561	0.0856331008
562	0.08549700668
563	0.0853793261
564	0.08527500607
565	0.08513311146
566	0.08505986189
567	0.08491988763
568	0.08483796344
569	0.0847220492
570	0.08465943638
571	0.08459837451
572	0.08450907588
573	0.08444208788
574	0.08441447402
575	0.08433145626
576	0.08429564199
577	0.08428303223
578	0.08419081889
579	0.08410841084
580	0.08400907025
581	0.08389895759
582	0.08379672122
583	0.08371433634
584	0.08361786302
585	0.08349551086
586	0.08339316595
587	0.08332010405
588	0.08326519919
589	0.08316049007
590	0.08309233484
591	0.0830441183
592	0.08297248805
593	0.08289562899
594	0.0828516881
595	0.08272695218
596	0.08268312837
597	0.08261158125
598	0.08254446023
599	0.08251046425
600	0.08238059138
601	0.08229114827
602	0.08221007279
603	0.08213074591
604	0.08205207688
605	0.08200984244
606	0.0819751103
607	0.08192475417
608	0.08185522003
609	0.08176493765
610	0.08171879987
611	0.08163348912
612	0.08155530147
613	0.08148013616
614	0.08141585799
615	0.08132421575
616	0.08124868834
617	0.08119831499
618	0.08111261615
619	0.08106892577
620	0.08102496308
621	0.08097368175
622	0.08089032025
623	0.08083668758
624	0.08077410311
625	0.08068967521
626	0.08064653245
627	0.08055279049
628	0.08040884231
629	0.08029846552
630	0.08022242099
631	0.08012618197
632	0.08005342216
633	0.07998172477
634	0.07994418668
635	0.07986822186
636	0.07985030468
637	0.07980051782
638	0.07971214985
639	0.07958266037
640	0.07948054244
641	0.07940701229
642	0.07935705724
643	0.07927480313
644	0.07925696048
645	0.07917181874
646	0.07915143054
647	0.07905718482
648	0.07895318266
649	0.07885176163
650	0.07881951941
651	0.0787839648
652	0.07870301601
653	0.07866451497
654	0.07858958026
655	0.07850364529
656	0.07843146305
657	0.0783590808
658	0.07830109169
659	0.07822072253
660	0.07814929946
661	0.07807642973
662	0.07800172904
663	0.07795480479
664	0.07788406223
665	0.07784964028
666	0.07774288358
667	0.07771649004
668	0.07764503388
669	0.07757488909
670	0.07753885877
671	0.07750178391
672	0.07739929187
673	0.07731141085
674	0.07724631455
675	0.07720465878
676	0.07714999544
677	0.07708615829
678	0.07700106953
679	0.07689287233
680	0.07674794725
681	0.07670017025
682	0.07666687316
683	0.0766103858
684	0.07655665239
685	0.07647885199
686	0.07643491911
687	0.07641206427
688	0.07633105692
689	0.07628317285
690	0.0761592628
691	0.07606860129
692	0.0760324557
693	0.0760042117
694	0.07593543331
695	0.0758427512
696	0.07579501013
697	0.07569571477
698	0.0756513276
699	0.07556507343
700	0.07550363047
701	0.07540913356
702	0.07538566728
703	0.07529960779
704	0.07523508903
705	0.07519539073
706	0.07513288012
707	0.07506305889
708	0.07504310834
709	0.07501224142
710	0.0749772931
711	0.07489240818
712	0.07481988108
713	0.07472393328
714	0.07469805569
715	0.0746100095
716	0.07456429405
717	0.07449972376
718	0.07443341304
719	0.07434879042
720	0.07432297777
721	0.07422896228
722	0.07417344951
723	0.0741394679
724	0.0740767507
725	0.07401995523
726	0.0739382763
727	0.07388400874
728	0.07380275966
729	0.07374284918
730	0.0736826275
731	0.07360347865
732	0.07357124061
733	0.07352517215
734	0.07349410283
735	0.07344079909
736	0.07340569128
737	0.07335381969
738	0.07327774238
739	0.07322072429
740	0.07315201098
741	0.07301959134
742	0.0729214595
743	0.07286481545
744	0.07277254066
745	0.07268181354
746	0.07264307848
747	0.0725855965
748	0.07253766805
749	0.07244758141
750	0.07241896844
751	0.07237021269
752	0.07228989511
753	0.07223124226
754	0.07216269861
755	0.07213163035
756	0.07204678825
757	0.07197334859
758	0.07192873177
759	0.07188901576
760	0.07182018261
761	0.07175953493
762	0.07168775402
763	0.07161379652
764	0.07153144591
765	0.07146115405
766	0.07141595624
767	0.07133042793
768	0.07124269308
769	0.07116481507
770	0.07109319867
771	0.07102647992
772	0.0709094305
773	0.07083271123
774	0.07074828781
775	0.07068533328
776	0.0706595265
777	0.07062073422
778	0.07055727765
779	0.07047877543
780	0.070443829
781	0.07040468236
782	0.07036512839
783	0.07030741601
784	0.07026011985
785	0.07022435748
786	0.07015816375
787	0.07011625217
788	0.07004396418
789	0.0699798086
790	0.0699469498
791	0.06992306799
792	0.06982121561
793	0.06976801923
794	0.06973784015
795	0.06968312147
796	0.06964039784
797	0.06961383333
798	0.06955572175
799	0.06953930006
800	0.06949113979
801	0.06943137833
802	0.06941060639
803	0.06937052572
804	0.0693259456
805	0.06927040172
806	0.06919668253
807	0.06914452192
808	0.0691044535
809	0.06903342305
810	0.06898720458
811	0.06891715659
812	0.06890054367
813	0.06885187317
814	0.0688104612
815	0.06876422353
816	0.06873488589
817	0.06869177803
818	0.06865436059
819	0.0685773105
820	0.06855835334
821	0.06852226414
822	0.06847946415
823	0.06845549248
824	0.06843397384
825	0.06839736183
826	0.06829052337
827	0.06822819887
828	0.06819454283
829	0.0681275324
830	0.06806656099
831	0.06798966825
832	0.06796050477
833	0.06791114581
834	0.0678909835
835	0.06779750948
836	0.06774051784
837	0.06768418549
838	0.06766762729
839	0.06761114058
840	0.06755075424
841	0.06750199511
842	0.06744570002
843	0.06740361051
844	0.0673413748
845	0.0673094368
846	0.06724629324
847	0.0672069166
848	0.06715961574
849	0.06707856721
850	0.06705734023
851	0.06699779384
852	0.06691953065
853	0.06689997242
854	0.06682724312
855	0.06678608103
856	0.06674811833
857	0.0666923143
858	0.06666195448
859	0.06659975791
860	0.06657980308
861	0.06653604362
862	0.06646848062
863	0.06642367181
864	0.06638270767
865	0.06630949451
866	0.06625857975
867	0.06619303554
868	0.06614517569
869	0.06609498992
870	0.06606268414
871	0.06600101862
872	0.06596554527
873	0.06590942779
874	0.06585381865
875	0.06580177198
876	0.06574624833
877	0.06569503366
878	0.06566082469
879	0.06559406574
880	0.06555054782
881	0.06549625479
882	0.06545195475
883	0.06541112411
884	0.06533538971
885	0.06525981556
886	0.06521135359
887	0.06514717701
888	0.06509595614
889	0.06505119126
890	0.06503641835
891	0.06492661056
892	0.06485220547
893	0.0648203114
894	0.06478909728
895	0.06475746449
896	0.06472108834
897	0.06469727721
898	0.06464854787
899	0.06462455149
900	0.06457795996
901	0.0645256466
902	0.06449048484
903	0.06443515244
904	0.0644036332
905	0.06436325798
906	0.06433037994
907	0.06428571871
908	0.06423981145
909	0.06418802901
910	0.06415692881
911	0.06415079207
912	0.06410076521
913	0.06405701353
914	0.06403009704
915	0.063992846
916	0.06393962292
917	0.06391139012
918	0.06386536466
919	0.06381605707
920	0.06375104714
921	0.06370601323
922	0.06366019702
923	0.0636217257
924	0.06353402829
925	0.06348589801
926	0.06339575212
927	0.06334182254
928	0.06330620568
929	0.06324706125
930	0.06321787158
931	0.06319195052
932	0.06314072283
933	0.06310679237
934	0.06306595581
935	0.0630160718
936	0.06300923456
937	0.06294748971
938	0.06292568165
939	0.06286293242
940	0.06281941758
941	0.06278377025
942	0.06272968392
943	0.06269836339
944	0.0626611443
945	0.06261216824
946	0.06258417811
947	0.0625456187
948	0.06251224549
949	0.06250030658
950	0.06248087536
951	0.06244825843
952	0.06241145008
953	0.06235451928
954	0.06231035509
955	0.06225183481
956	0.06215542037
957	0.06212021435
958	0.06206707719
959	0.06205266056
960	0.06203948757
961	0.06199595587
962	0.06197655362
963	0.06195557924
964	0.06188970897
965	0.06185910083
966	0.06181969971
967	0.06179406913
968	0.0617821588
969	0.06173873655
970	0.06170066557
971	0.06164351025
972	0.06161272374
973	0.06152885738
974	0.06148324566
975	0.06142263773
976	0.0613982728
977	0.06136112113
978	0.06131288302
979	0.06127500576
980	0.06120975205
981	0.06117672872
982	0.0611226964
983	0.06109198402
984	0.0610659713
985	0.06103653396
986	0.06100222198
987	0.06095936266
988	0.06093375919
989	0.06090674919
990	0.06086314084
991	0.06083118734
992	0.0607761284
993	0.06073040205
994	0.06070821177
995	0.060660816
996	0.06061111172
997	0.06058488009
998	0.06056859111
999	0.06051321117
